dispute_id,payment_id,reason_code,raised_at,disputed_amount
dsp_ozz9rxbjd889,pay_r7bhad64ljs5g6,not_as_described,2026-08-26 19:31:16,450.0
dsp_ghe5udsjqj6h,pay_e3sf37432zhd5w,fraud,2026-08-27 01:39:49,852.0
dsp_lprle835jrz3,pay_1ukbtyytu6jau5,not_as_described,2026-08-27 02:53:33,690.0
dsp_pcf01jssa6n8,pay_zjfqig3ewt37dd,fraud,2026-08-27 18:00:32,358.85
dsp_q0a9mc24u3l4,pay_2k71xcowy58du4,fraud,2026-08-27 20:26:21,465.0
dsp_de13g6p7tyj9,pay_admmn1btt0pvl1,fraud,2026-08-28 04:30:40,105.0
dsp_xog0w5k565hv,pay_0mk9q3m61p7qpv,not_received,2026-08-29 01:52:00,2352.03
dsp_0o5p3f3vevb9,pay_wi9nskyyj58dsy,not_received,2026-08-29 02:54:11,2654.99
dsp_sy1cr3wtmkqp,pay_a3gnq6d8f376gv,fraud,2026-08-29 04:31:40,4128.95
dsp_vf6yle3l7o30,pay_8hqims3dsyv8oj,fraud,2026-08-29 19:44:04,1368.06
dsp_xs4qaz1hq5d3,pay_e6tgihw94gp3yh,not_received,2026-08-30 00:48:08,310.0
dsp_uesg4x7frlzx,pay_8dumn3iv5p5hr0,fraud,2026-08-30 05:45:02,1025.0
dsp_ypb8ninbt1x9,pay_z2jkkr2b4ipv65,not_as_described,2026-08-30 08:59:45,3825.45
dsp_rha600pcuciy,pay_eipqsptddq1urs,fraud,2026-08-30 09:09:56,266.0
dsp_9o60n2b3nnaa,pay_i99ftdii4qcytz,fraud,2026-08-30 10:30:24,189.39
dsp_9vu60o4nful2,pay_tx55av8c823232,fraud,2026-08-30 20:01:00,28939.43
dsp_6drolkng93cs,pay_82vab5hwj35odn,not_as_described,2026-08-30 23:27:17,1200.18
dsp_l8dvxqwug8vc,pay_71gr90vq7c8qln,not_received,2026-08-31 02:55:12,46404.29
dsp_mdh7u8cfsp9n,pay_prcyf2vw3ceji4,subscription_cancelled,2026-08-31 14:50:09,586.0
dsp_5wnxs4u5pg61,pay_53z9ug9j2xptv4,fraud,2026-08-31 16:05:53,16732.56
dsp_zmszeywxj9e3,pay_s3qgbq48ursziw,not_received,2026-09-01 05:00:18,3130.06
dsp_m6y8fgad3s3d,pay_kedt304p3a5xko,fraud,2026-09-01 07:21:53,2480.0
dsp_ky0k6wi8yd0b,pay_i68lpxr0817i4f,not_received,2026-09-01 10:42:24,4566.11
dsp_ehn4qafvgm1y,pay_qbafiecp5z3q9m,fraud,2026-09-01 18:51:46,24340.81
dsp_hj85x533codz,pay_7jpf12gubixuik,not_received,2026-09-02 02:41:20,15120.57
dsp_p4cpkigwa2ko,pay_zc11t95s13uem2,not_as_described,2026-09-02 05:28:27,871.83
dsp_t5houbriqys2,pay_uxhb5pw14c1t1o,fraud,2026-09-02 09:32:00,571.0
dsp_mmp0l4qsbjr9,pay_4k8tsi4zdu12w3,subscription_cancelled,2026-09-02 14:28:04,6040.74
dsp_lt89xkw2ef92,pay_w286ff5dufn63p,not_received,2026-09-02 23:44:44,1901.49
dsp_vn7m7u79f36n,pay_ex8oi9vsnuu3tr,not_received,2026-09-03 17:42:24,1043.93
dsp_xr9n80adub3u,pay_u8qiyiod32e0he,not_as_described,2026-09-03 21:45:16,720.0
dsp_an2c7u4p4z8c,pay_skrlar8y0v4g67,not_as_described,2026-09-03 23:19:57,699.09
dsp_y6ztx9880w11,pay_oxlt8hqbnr0qjq,not_received,2026-09-04 01:03:27,1110.0
dsp_qi705a1arlun,pay_dvxpax19r01eca,subscription_cancelled,2026-09-04 08:43:13,207.0
dsp_lnvywz3gaipd,pay_veyfl9tr6csz93,fraud,2026-09-04 13:43:40,116.0
dsp_xke1702uzwgg,pay_tuxqefdksvequa,fraud,2026-09-04 14:22:32,266.0
dsp_ls8bkb3it9o6,pay_dz3ao9edal8y65,not_received,2026-09-05 01:46:54,2113.0
dsp_wwyh42qatnox,pay_a0mam6ux7muzge,not_received,2026-09-05 01:57:07,1530.0
dsp_lvj5v2ho78yn,pay_bygjebthalwm10,fraud,2026-09-05 02:31:57,4753.95
dsp_c1hingy7t5zz,pay_gbulgdsbcvhi3q,subscription_cancelled,2026-09-05 18:27:27,1381.0
dsp_u83bopxw88i8,pay_vexow04n7wziel,not_as_described,2026-09-05 23:08:09,1860.04
dsp_my9b51muliyr,pay_6dkibt276qejhf,not_received,2026-09-06 00:02:36,2970.0
dsp_txjr1z9ymne0,pay_b9mqxrigxq9rh8,not_as_described,2026-09-06 03:57:56,1040.0
dsp_2rep1ma4da16,pay_jjwos1ouzrco3t,not_received,2026-09-06 11:24:19,2290.0
dsp_x1er799uh5wv,pay_obf1pn5zddvtiq,not_received,2026-09-06 11:57:19,2096.38
dsp_25f2i43uiebf,pay_llqf5xat9ry1ab,not_as_described,2026-09-06 23:51:43,1663.5
dsp_1d0ks3p33y8v,pay_x0sz2mjvrbet68,not_received,2026-09-07 19:07:34,730.0
dsp_vwjp8col1z8v,pay_2jchww88evyrc9,not_received,2026-09-07 20:37:38,3382.65
dsp_dzouz3l5r5q8,pay_iyidv3re4d1ojx,not_received,2026-09-07 21:01:06,14785.34
dsp_zcdou2sx7mh5,pay_kjqfjvcd4yzf6w,subscription_cancelled,2026-09-07 21:28:54,458.77
dsp_bx7ugf1ayuqk,pay_ufxob0d58wfwo1,subscription_cancelled,2026-09-08 01:27:09,575.0
dsp_ghmfwm0mds8t,pay_pdsshh4s2fh2lk,fraud,2026-09-08 06:30:24,1656.1
dsp_fm6xdjf4z603,pay_dsx1g5fdu3rgsk,not_as_described,2026-09-08 06:52:40,539.28
dsp_eeg25bfc2gao,pay_tlr3n3ocahbckr,not_as_described,2026-09-08 14:16:23,879.97
dsp_h3quxk6a7i25,pay_qzcgoezq28dhog,subscription_cancelled,2026-09-09 04:08:01,1184.0
dsp_0iextjwpgasq,pay_bsmyx0f2gldi07,fraud,2026-09-09 09:16:55,1675.0
dsp_kxc7bls9al6g,pay_sv8u77o3o6vztm,subscription_cancelled,2026-09-10 01:16:11,460.0
dsp_nnow73runxad,pay_e88sbqsqjqt4gg,not_received,2026-09-10 03:11:41,24565.36
dsp_9ogrh4oj3mvf,pay_ht2ikfjw75134y,fraud,2026-09-10 16:44:40,587.0
dsp_wzyw2jxa3hze,pay_ope7d3ww0l7k3e,subscription_cancelled,2026-09-10 23:53:43,460.0
dsp_e3gm5cgqrc9a,pay_hm4daqhv3bhfwn,not_as_described,2026-09-11 04:47:51,10263.09
dsp_bbzulj8bzjdr,pay_defanja3plmalj,subscription_cancelled,2026-09-11 17:53:20,1130.0
dsp_5fowf8tsgapi,pay_xbtiijstml7yft,not_received,2026-09-11 19:26:59,11161.16
dsp_7li9ki7nx40q,pay_h3icwxb9ifch8k,not_as_described,2026-09-12 04:31:34,23065.47
dsp_6y394fa1283s,pay_3hrjgtgpgvbr92,not_received,2026-09-12 14:55:36,9879.78
dsp_a0cmjtk4jpjx,pay_b674ko94i9xoip,fraud,2026-09-12 17:47:50,2049.23
dsp_vxivv8ite8c3,pay_j1w3iriuollnme,fraud,2026-09-12 18:58:29,22009.75
dsp_mvostqf63ew2,pay_l5mwivsudvqofg,not_received,2026-09-13 04:51:33,49214.77
dsp_6zx5j4lidcyh,pay_9z7uwobjlk0tfl,fraud,2026-09-13 18:16:13,1937.0
dsp_ii7ue393v1li,pay_6jetriexgpdxh9,not_received,2026-09-13 19:25:59,6905.96
dsp_bg4gpxr9zdh1,pay_zb23a31j5ftk3c,subscription_cancelled,2026-09-13 21:46:30,235.11
dsp_c3tfxg6zjxwh,pay_1nukc1z1mj2l95,not_as_described,2026-09-14 07:45:26,1910.8
dsp_afkmwf862z3g,pay_c4urgza3nal8j7,not_received,2026-09-14 23:35:28,7395.65
dsp_ibdfn5a4ie5c,pay_x0fl9i5sv4qywg,fraud,2026-09-15 01:47:02,13261.51
dsp_xiulq19t71lj,pay_cvcwqxxqvj5hct,subscription_cancelled,2026-09-15 07:28:23,4132.78
dsp_w62cxl2o3ww0,pay_2khmmrca5o2d1r,not_received,2026-09-15 21:52:55,1786.88
dsp_vflnv3p7y069,pay_2hmwy0pax113sz,subscription_cancelled,2026-09-16 00:12:38,1448.0
dsp_zsue8w79ryby,pay_yw4z9fe3hmds4x,not_received,2026-09-16 00:25:08,1040.71
dsp_ootueglmvso3,pay_iyn14f0ns1rlyc,not_received,2026-09-16 20:25:37,1884.0
dsp_66gv4ypj5rcs,pay_vdkiasv00dbjte,fraud,2026-09-17 16:42:32,96.0
dsp_3c34ddp7lw7u,pay_pgh5pb1x5uyfe0,not_received,2026-09-17 20:59:32,6317.13
dsp_wr77mjk9ithg,pay_a799gb9me2g358,not_as_described,2026-09-18 01:05:11,1038.62
dsp_jp04b7xepzco,pay_fsqr7errt0vwvj,not_received,2026-09-18 04:29:17,1040.0
dsp_kxts78a2aglz,pay_ije7ofkjdnu15j,not_received,2026-09-18 09:44:46,11881.87
dsp_5vhnywo09ig8,pay_1wer5ahfzwvpdv,not_as_described,2026-09-18 12:27:50,686.72
dsp_hgyqkajpv0ma,pay_s5vxn0g5nbwddt,fraud,2026-09-18 17:52:04,225.0
dsp_r39lxcmp4eqb,pay_la6zyroln61ujc,not_as_described,2026-09-18 17:58:47,3082.75
dsp_1z3tsoymzww6,pay_eozvp055hk0q46,fraud,2026-09-19 03:28:28,364.17
dsp_y6rbyql677g9,pay_twmd6z3ygt0e8q,duplicate,2026-09-19 11:06:20,11123.12
dsp_h3qinrx9sfw9,pay_uelh2v38lben06,duplicate,2026-09-19 16:52:38,200.0
dsp_bkj4hrxnonns,pay_1d2dfg508arp8q,fraud,2026-09-19 19:41:12,2330.0
dsp_6x7tw3e0f2uv,pay_wuc0x3eo9ftdwq,fraud,2026-09-19 20:17:02,1884.0
dsp_y5pn847bcfeg,pay_tc2u8x77wq9sv2,not_received,2026-09-20 00:17:33,980.0
dsp_9tleaulnsj91,pay_7t7golnh0ju0wv,not_as_described,2026-09-20 10:15:16,1060.0
dsp_dp4e84624eph,pay_tnx7lhrpqyog8a,not_as_described,2026-09-20 14:49:18,13293.43
dsp_ytbxbh0bsm8u,pay_b11ao6by5aznpv,not_as_described,2026-09-21 00:45:37,906.39
dsp_tu2xf0wsqfzb,pay_ikw8kkp6rmbgad,not_as_described,2026-09-21 09:00:00,730.89
dsp_332emp6esdtw,pay_nag2xtzn4feh9w,not_received,,8260.55
dsp_4e6imu7rthva,pay_4lzwcszb62lc55,fraud,2026-09-21 14:22:59,2807.95
dsp_im4210au4i5y,pay_d20e5m6s1dlq6n,not_as_described,2026-09-21 18:52:17,11836.6
dsp_q7tf5iz0c2jm,pay_l2ld82mwcf1qup,fraud,2026-09-21 21:51:05,260.0
dsp_qehlaqheykpi,pay_2rjx1xzii48mze,not_as_described,2026-09-22 02:03:45,933.6
dsp_vf49ra9uq1gm,pay_9nf2qvev4pm9ai,not_received,2026-09-22 05:52:32,2003.98
dsp_f2gynw78l8bs,pay_qde7xctpgqymok,not_received,2026-09-22 14:22:19,3499.49
dsp_evydfgrodxjc,pay_vwp074e920dakt,not_received,2026-09-23 03:45:18,10547.71
dsp_9hfdn3m2lt4e,pay_mut7s3cfvbqjhw,not_as_described,2026-09-23 08:33:18,1680.0
dsp_1zdycdxyavkq,pay_qnb0glka4iquso,fraud,2026-09-23 10:29:03,376.0
dsp_ozcd8w1gs9mw,pay_k59ubmizs6pwyz,not_as_described,2026-09-23 23:08:40,1408.44
dsp_aukea5lsliq8,pay_8ih2akjlohrpla,duplicate,2026-09-24 00:12:33,352.16
dsp_x2z3fq0moj1c,pay_0we5896gd7lttp,duplicate,2026-09-24 19:46:12,10077.79
dsp_claan0mf3hgi,pay_mig5emga2qbolo,not_as_described,2026-09-25 11:00:01,3778.72
dsp_yqxq8i0rgga6,pay_2lw7izge9ym6ai,not_received,2026-09-25 19:10:26,21121.05
dsp_13vp0po05c8e,pay_wuco6qy6g03bfu,not_received,2026-09-25 20:50:40,2679.86
dsp_nqev0s3zu0ww,pay_j90t2ca4jvebs3,not_received,2026-09-25 23:56:03,34129.33
dsp_bfe704ndqbrc,pay_qfo4zokff31yz9,fraud,2026-09-26 01:13:48,25294.63
dsp_ml8gejvztvaa,pay_m99xylyt11k5s5,duplicate,2026-09-26 05:59:42,1351.92
dsp_elmzjmkgmt2y,pay_qjra9g00ebqye2,not_as_described,2026-09-26 15:12:38,1440.62
dsp_ihj9dwd3g5dz,pay_ic0p07bsai7vxo,not_received,2026-09-26 17:39:30,11594.75
dsp_10ewmneig1k9,pay_h7hc55j63nbqb0,subscription_cancelled,2026-09-27 13:22:10,1030.0
dsp_ypicyh09dyzb,pay_h7mivr8a39ttp9,not_received,2026-09-27 16:00:21,9475.72
dsp_5zzaxkv8ldi9,pay_dmox3nkxeyt6zy,fraud,2026-09-27 22:47:54,334.0
dsp_kcckyj7ucvxq,pay_xtix2pajodcrif,not_received,2026-09-28 17:50:51,8153.74
dsp_ywo806ybe3uj,pay_jocs1e7lzhuai6,fraud,2026-09-28 20:30:29,2435.26
dsp_d4lqae2w6c25,pay_5el32b7r27j2ei,subscription_cancelled,2026-09-29 02:02:27,221.0
dsp_h8nhm12d0ie5,pay_48v6g2e5lh15mg,fraud,2026-09-29 02:31:57,2376.51
dsp_tleyfx270xez,pay_shx5rw4eig0zmg,not_received,2026-09-29 06:59:36,1123.37
dsp_ab7fsci31odj,pay_wpof2hxsmqpi84,not_received,2026-09-29 16:27:26,24671.49
dsp_zcqbc548fwuc,pay_g8vpvk0jhozb2p,fraud,2026-09-30 08:15:33,2174.0
dsp_dwxfyiec1lpw,pay_8s03ej6ustcctz,fraud,2026-09-30 22:58:44,11949.89
dsp_rmddr6h69zx2,pay_a53xer4j1h4h7x,fraud,2026-10-01 04:22:17,108.0
dsp_7vdwqckortxm,pay_bry6bux1k2zhuq,fraud,2026-10-02 02:37:07,29081.96
dsp_viltfa205c99,pay_qiobn9egswsqln,not_as_described,2026-10-02 03:16:40,9519.77
dsp_1sezco7wwh17,pay_bma00wzsnasf6b,not_received,2026-10-02 12:05:31,3269.91
dsp_9pemfauugt7a,pay_1qywt7sz6wd57h,not_as_described,2026-10-02 20:23:49,1571.99
dsp_xqoqhgxdvkam,pay_8ld4e3ezto3sxs,not_as_described,2026-10-03 16:28:38,7301.88
dsp_2w4lipe3pm4g,pay_k3dc2tjk8ss8zd,not_as_described,2026-10-04 06:29:53,1289.16
dsp_ru7lv83cuzzn,pay_9e7rpuxhcvqsna,subscription_cancelled,,5201.56
dsp_fgp5qvx34m8y,pay_iaecswgoc8a0g7,not_as_described,2026-10-05 11:20:34,3396.87
dsp_zpis5ujpdc8v,pay_ueb99jvwa4f1j2,subscription_cancelled,2026-10-05 13:05:29,263.0
dsp_j22ebngaxqm6,pay_zcdp0exj9bs5gp,fraud,2026-10-06 06:15:58,334.0
dsp_4xr6sfya0dg0,pay_62v182vkxffxfk,not_received,,2251.61
dsp_rd6if6usjhxp,pay_rgg8s8i90i9zg6,not_received,2026-10-06 23:08:36,30936.03
dsp_m6ljfsgiifdh,pay_7plpewdo6j6jkt,fraud,2026-10-07 02:44:00,7933.32
dsp_ov5zooars4kx,pay_3jp8li2ajg5jyf,not_as_described,2026-10-07 13:52:05,1617.16
dsp_2ea5ivyrftq2,pay_aavnkfzn0dvbvd,duplicate,2026-10-07 15:06:25,470.0
dsp_mbnfevvwhaon,pay_o85ph5w8241cup,not_received,2026-10-07 15:27:23,10783.39
dsp_f5pwae2jebrn,pay_9s3yr703t9svok,fraud,2026-10-07 18:18:54,5145.46
dsp_o6fkg0rnzxop,pay_cgarq4fbqqw6qv,fraud,2026-10-08 07:34:24,31.91
dsp_ivow7akiico9,pay_k0zqqzpd8lvd1v,subscription_cancelled,2026-10-08 11:30:03,263.0
dsp_fokxwsx3s6o9,pay_2753lxz8ilb6kw,fraud,2026-10-08 15:33:39,110.47
dsp_mi92umgjcsrv,pay_5jshu3og4ej8vn,not_as_described,2026-10-08 17:47:20,5452.42
dsp_q951dmu0c9j6,pay_7ysv5h3tugv5hx,subscription_cancelled,2026-10-08 20:22:34,1130.0
dsp_x4964bj04hxj,pay_1fssabs9g4xtts,subscription_cancelled,2026-10-08 23:41:26,263.0
dsp_20ssvauh6f73,pay_20licwcxbd7lhp,not_as_described,2026-10-09 02:16:03,35388.14
dsp_savago6p2zkz,pay_nngnx0pffg9jha,not_received,2026-10-09 09:00:54,20661.28
dsp_9pzeme3cbceb,pay_bq71z6j9d8czt3,fraud,2026-10-09 13:29:01,8504.7
dsp_86gd2180i6vq,pay_crgh2tnyrol7sg,not_received,2026-10-09 18:39:11,9992.97
dsp_4vgkvvl6fwli,pay_c51e7ts6lkikyx,not_received,2026-10-10 02:09:32,1092.97
dsp_amwzn86oe70w,pay_1ggwg6xaktox0i,fraud,2026-10-10 08:19:09,96.0
dsp_5dlxfetgoaje,pay_9yde5of658epoy,subscription_cancelled,2026-10-10 09:22:28,211.0
dsp_pca5kugya1xo,pay_kes4dvayeig9f7,duplicate,2026-10-10 13:10:34,262.0
dsp_efuyj8fq8qqo,pay_n2cgf1jvxed27h,subscription_cancelled,2026-10-10 21:49:02,262.0
dsp_7tft07zg8el0,pay_cfjthgwwydkcs5,subscription_cancelled,2026-10-10 21:58:57,248.7
dsp_4ph7d3387x5p,pay_cmwaf446lor83q,not_as_described,2026-10-11 02:48:31,3423.22
dsp_ckweyusnoh7z,pay_twpkrof15qb41e,fraud,2026-10-11 07:47:01,465.0
dsp_j948z1a4914z,pay_h1djuepmhzim7t,not_received,2026-10-12 06:24:20,376.0
dsp_zfok2pzrge80,pay_itz1tlrrwoqt00,subscription_cancelled,2026-10-12 07:52:51,1194.0
dsp_tugnso9qcgmt,pay_401iuhy9zmv40t,fraud,2026-10-12 09:13:55,1937.0
dsp_v7htsevvfndm,pay_bewxb0n435n8xu,subscription_cancelled,2026-10-12 23:17:04,1106.0
dsp_itd0h9kvipek,pay_fm8l2xh3v7csge,fraud,2026-10-13 07:00:18,3476.9
dsp_1ztm3sh8w1ic,pay_rhnrmkebv5zli1,not_received,2026-10-13 13:10:16,28978.27
dsp_popojeufavr7,pay_oi8lcybm3303hb,duplicate,2026-10-13 14:57:04,1570.0
dsp_nkbnh5fxbkn2,pay_8octvotg4ti79z,not_received,2026-10-13 18:42:23,9581.69
dsp_dxfkomltttan,pay_27pov1u4725xj0,subscription_cancelled,2026-10-13 20:21:49,586.0
dsp_cu4yl3msfo82,pay_1hkf5emgdqrgiw,not_as_described,2026-10-13 21:02:40,1831.55
dsp_cted2nr58a5a,pay_48k99meubasozl,not_received,2026-10-14 00:49:30,4510.57
dsp_6ocfm1lpaeox,pay_yifffuw2g4qq94,duplicate,2026-10-14 07:34:07,2583.41
dsp_oe6wpvgzgphz,pay_vm1mktuzvkx5ht,not_as_described,2026-10-14 09:32:16,2157.25
dsp_ih2zna1ug7zm,pay_am6klnt0ydra2f,fraud,2026-10-14 16:31:16,96.0
dsp_yt9eq2xvyofg,pay_rrolc5ovli19ti,not_received,2026-10-15 05:01:53,2285.87
dsp_ruhe2p445dt1,pay_5n8go4pyxsvg5h,not_received,2026-10-15 06:43:19,11504.9
dsp_egr5th0uqxrq,pay_755yvejqlbx75r,not_received,2026-10-15 14:48:45,2635.91
dsp_bavhog6wfeyp,pay_x5uinmu7z4jw5r,fraud,2026-10-15 20:43:03,737.0
dsp_89dulhp6rp52,pay_ne8gpjeaze62ob,not_as_described,2026-10-17 07:01:23,6789.85
dsp_d1t7dpxqmle6,pay_wilqlew96oqlon,subscription_cancelled,2026-10-18 07:44:54,211.0
dsp_p3npeiep8pf5,pay_9usecanajwd6n0,duplicate,2026-10-18 09:33:45,11695.46
dsp_gncd54uve078,pay_94r94e4yogilng,fraud,2026-10-18 22:45:53,83.03
dsp_na17ja8zlhym,pay_hh5t9u5wsxbwvr,not_received,2026-10-19 03:45:41,866.09
dsp_vhar8mfxrhx2,pay_me83i19hhl7uec,fraud,2026-10-19 14:25:54,334.0
dsp_fstqzzkphrub,pay_94705k2raxl49v,subscription_cancelled,2026-10-19 17:35:46,1194.0
dsp_fw8hrvy56dz6,pay_tvskmzf37q8ziw,not_received,2026-10-19 20:12:15,1317.93
dsp_2jwgnu9mhdou,pay_rocztb7t8yc4pd,not_received,2026-10-20 18:01:54,11457.84
dsp_e9r8atduok5c,pay_tfxinwwdxm4yju,subscription_cancelled,2026-10-20 19:56:21,5119.12
dsp_axqzs3g5ef4i,pay_vq8skw8fx9mgvd,not_as_described,2026-10-21 10:59:59,3314.69
dsp_man5iekewxqb,pay_6q0uzj7gpa1rhn,not_received,2026-10-21 23:05:11,185.64
dsp_28pmsvbio61k,pay_zlsxyt4i308b6h,fraud,2026-10-22 01:04:21,6979.09
dsp_k15lmxrs01lq,pay_4lm6wd3t7u617a,subscription_cancelled,2026-10-22 02:16:37,446.05
dsp_yvi6iuk0j5ak,pay_znfcw5bj03ejr0,not_received,2026-10-22 05:23:15,5482.32
dsp_07yarw89y0ax,pay_id8reeycsq0rgm,fraud,2026-10-23 00:30:01,1282.99
dsp_ax72dlpi1yt5,pay_gato0rn2bk9ck5,not_as_described,2026-10-23 08:31:34,940.0
dsp_sahg6zew6rmq,pay_d4akr52iwgqcn4,not_received,2026-10-23 17:17:54,41511.46
dsp_qumzebapqrme,pay_eb2n8kdlyfezly,fraud,2026-10-23 18:52:23,7567.37
dsp_indpuon850v4,pay_7yl78txj4gv43e,subscription_cancelled,2026-10-24 02:43:19,207.0
dsp_f0bfglq5o0lj,pay_86bqtrjlsj9hg0,duplicate,2026-10-24 06:22:56,59930.61
dsp_ad7vrj0fl7fl,pay_fhaubaq81lkkay,fraud,2026-10-24 06:31:35,260.0
dsp_st4jl9xhn3w3,pay_r1wj0bcdgf7gsr,not_as_described,2026-10-24 20:00:16,3791.48
dsp_3zwjmnultoux,pay_907cay7ak69ysp,not_as_described,2026-10-24 23:08:58,634.87
dsp_u14tjddf2pgm,pay_zk2kfke7achs6r,not_received,2026-10-24 23:24:45,7790.31
dsp_m8ih1r80rrmi,pay_tfzm6nsqjcnd6f,not_as_described,2026-10-25 09:16:03,140.0
dsp_ypbk6nk1epo9,pay_felc9atzqr9q5n,not_as_described,2026-10-25 13:19:06,7525.64
dsp_rpinwg6gpkjv,pay_o4yl2tgai9p220,not_as_described,2026-10-25 23:57:45,930.0
dsp_n0h7f6bugmkz,pay_vt7vuhdaj0jt42,not_as_described,2026-10-26 11:54:12,1519.2
dsp_kcsv82t445ax,pay_85b093gpormpdb,not_received,2026-10-26 17:16:38,13850.65
dsp_2nt1nz6vnkur,pay_s0rog8qwgsmivh,not_received,2026-10-26 17:23:33,21109.7
dsp_5qjeo8hnjgss,pay_8e1irhn9jjm51n,fraud,2026-10-27 06:24:58,21372.43
dsp_2o74uhc0poaq,pay_zxb8q8yy9ftng3,not_received,2026-10-27 07:32:41,2794.41
dsp_31fuq1iz9fou,pay_ct8jlnazxahbst,fraud,2026-10-27 11:58:20,8786.53
dsp_esw83n42d4li,pay_kzkiujdh1291bm,fraud,2026-10-27 23:29:57,376.0
dsp_yvzmqrf7otku,pay_90z48bfqbskc6f,not_received,2026-10-29 08:49:38,910.0
dsp_gow6xwljg6ht,pay_9bfxledhnzw9j3,not_received,2026-10-29 13:40:39,893.63
dsp_zo84a4fvqh97,pay_uf8n5o01tawwwf,not_received,2026-10-29 15:35:28,1700.0
dsp_5x8ivs2cuiix,pay_efin962obso3fa,fraud,2026-10-29 16:53:25,159.0
dsp_hn2pjkreaoj3,pay_7q7zuudti8fc9p,not_as_described,2026-10-29 17:39:45,3165.66
dsp_n68gzeafnu2e,pay_xdhz4hszudh7a1,not_received,2026-10-29 21:55:45,6485.66
dsp_lj1qw3dgov4a,pay_8txdi0oym1p6vn,not_received,2026-10-30 00:13:14,23574.51
dsp_8ayqc8pz536m,pay_xtj3im3muwog21,not_received,2026-10-30 01:24:03,744.12
dsp_yqsjhbhztur9,pay_h96gk303aa08jo,fraud,2026-10-30 07:41:14,587.0
dsp_6iirxj7g681m,pay_jirk2s34ahvexu,subscription_cancelled,2026-10-30 17:41:06,329.0
dsp_3uxhxrnp3tuj,pay_h4tzs0y4fi5xgl,fraud,2026-10-31 04:49:09,387.0
dsp_goa41ecevqct,pay_bzq58zdm951ald,not_received,2026-10-31 05:25:30,8699.04
dsp_4kqbz8ro4qpj,pay_ydzxrkmhmuglua,fraud,2026-10-31 13:31:03,956.0
dsp_28h9feiubj7w,pay_4p18u0fwxa2br5,duplicate,2026-10-31 16:39:17,279.0
dsp_o6qzzmqpic95,pay_1drn7muxnid0wz,fraud,2026-11-01 10:15:52,258.0
dsp_fir7kbhxdhru,pay_t25ur664shuc4q,duplicate,2026-11-01 13:27:53,862.93
dsp_00ca1gsh66cc,pay_tpo3d40bberds4,subscription_cancelled,2026-11-01 17:54:51,462.15
dsp_bmm6k1fd5ze0,pay_c2wxi83t5g5qga,not_as_described,2026-11-01 18:32:05,3656.06
dsp_ih5fwsrx9frq,pay_7ckei1jdilbkn3,not_received,2026-11-02 13:02:52,8667.7
dsp_gjwxtusgt0h6,pay_3fw89po7i2epvk,not_received,2026-11-02 14:39:56,116.0
dsp_0h1e5qjumcpi,pay_5s4435mdbh9z9f,not_as_described,2026-11-02 15:23:26,931.4
dsp_vr8zgsuxqp2k,pay_bqe1r2t61ztx9f,fraud,2026-11-02 20:46:23,40390.3
dsp_fhrek1ienwb1,pay_50nbjzy44fzb1z,fraud,2026-11-03 02:27:58,737.0
dsp_g81iuln0nga2,pay_eu89xufrkibce3,not_received,2026-11-03 09:40:27,5582.71
dsp_9guzyvwccke0,pay_mabeusziw11va0,duplicate,2026-11-03 12:48:37,8779.57
dsp_sb0ky0bx07ej,pay_qpb8ei4cvpefyt,not_received,2026-11-03 13:09:34,3400.38
dsp_y7j6zz2poqcs,pay_fevotm9vnbgrqk,not_received,2026-11-03 14:17:50,897.03
dsp_dul0y8gf3tp5,pay_oyvm4p8i4j86zk,fraud,2026-11-04 05:11:13,3290.31
dsp_3rj68hltxx3f,pay_gldzlh5h4u0bc3,fraud,2026-11-05 05:02:33,9470.49
dsp_lb6f879nady7,pay_t5javom5d00wqu,subscription_cancelled,2026-11-05 12:13:12,69.61
dsp_owpx0jgjgkgx,pay_epugtd5bluvrlz,fraud,2026-11-05 12:27:48,266.0
dsp_anclf495ohin,pay_n31kjtazuopg9i,subscription_cancelled,2026-11-05 14:55:12,1756.0
dsp_8min9wpgp82b,pay_zltlhr1sizw50q,not_received,2026-11-06 07:28:28,3135.05
dsp_hb4cmhil81ix,pay_h7sq5w4tyhhfi0,subscription_cancelled,2026-11-06 19:53:24,262.0
dsp_jxy4bzy6yde0,pay_tiv7ee6546kuj0,subscription_cancelled,2026-11-06 23:07:05,731.0
dsp_2igqnqn4fnxf,pay_9h7j1uidwpiy2k,subscription_cancelled,2026-11-07 09:08:56,11893.26
dsp_d0hq9l25ppxk,pay_kqzwkkbncvlxhh,not_received,2026-11-07 09:35:58,3653.31
dsp_lkjrbu07p8fg,pay_jm14cxijcdmuy1,not_as_described,2026-11-07 11:53:25,1300.0
dsp_c4hgzr5eh3a2,pay_6wnv989zzm1dv6,subscription_cancelled,2026-11-07 14:33:55,586.0
dsp_j8q4pcuyl9y6,pay_rbp9jk9cdv8shs,duplicate,2026-11-07 16:02:19,1163.41
dsp_mmbftnx2rgdf,pay_h66kkgugvczrhi,not_received,2026-11-07 18:24:13,880.0
dsp_1a1ldhc9m6wh,pay_y1i5i81eceffu0,not_as_described,2026-11-08 00:21:20,5815.79
dsp_nsndiveerivm,pay_mdg8ijyu6ott8p,fraud,2026-11-08 03:41:49,5357.43
