payment_id,created_at,amount,log_amount,amount_vs_merchant_avg_ratio,hour_of_day,day_of_week,is_night_txn,retry_count,checkout_latency_ms,is_foreign_bin,is_first_txn_for_device,account_age_implausible,account_age_days_at_txn,refund_window_days,delivery_sla_days_filled,is_physical_goods,phone_verified,method,merchant_category,email_domain_type,txns_last_24h,txns_last_7d,distinct_devices_30d,amount_vs_own_avg,has_prior_history,ip_state_changed_from_prev_txn,prior_disputes_before_this_txn,merchant_dispute_rate_trailing_90d,is_disputed
pay_hxuvs268rziakb,2026-05-17 17:46:51,1123.62,7.025200479800979,1.2654803468859104,17,6,0,2,696,0,1,0,253,30,5,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.00436109899694723,0
pay_rg36uf01mhyrur,2026-05-17 17:48:08,236.05,5.468271089348128,0.2658520103615272,17,6,0,0,1795,0,0,0,1064,30,5,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.00436109899694723,0
pay_pe7xis7t84c1it,2026-05-17 17:48:51,790.0,6.673297967767654,0.9795047921342046,17,6,0,1,2452,0,0,0,645,5,2,1,1,upi,ticketing,corporate,0.0,0.0,1.0,1.0972222222222223,1,1,0,0.008064516129032258,0
pay_ki2qrlhfumqhyt,2026-05-17 17:52:11,266.0,5.58724865840025,1.0235887174356408,17,6,0,0,1658,0,0,0,111,2,0,0,1,upi,gaming,corporate,0.0,0.0,0.0,1.0,1,1,0,0.004325883201153569,0
pay_6hxb2kh8y5p15v,2026-05-17 17:56:01,586.0,6.375024819828097,1.1222398835628244,17,6,0,0,3579,0,0,0,1646,0,0,0,0,card,subscription,disposable,0.0,0.0,0.0,1.0,1,1,0,0.00906555090655509,0
pay_5cjhmm6iwdgmf8,2026-05-17 18:06:12,434.0,6.075346031088684,1.0055374064549014,18,6,0,0,1705,0,0,0,135,3,0,0,0,card,gaming,disposable,0.0,0.0,0.0,1.0,1,1,0,0.00825082508250825,0
pay_ln7hghbnb7y7y2,2026-05-17 18:07:52,2174.0,7.684783943522785,5.03695465814045,18,6,0,0,1647,0,0,0,107,3,0,0,1,wallet,gaming,personal,0.0,0.0,1.0,32.93939393939394,1,1,0,0.00825082508250825,0
pay_tr0e8qqhvt1mcc,2026-05-17 18:08:06,2723.79,7.910146639907562,2.252574037165375,18,6,0,1,9343,0,1,0,643,21,5,1,1,netbanking,d2c,corporate,0.0,0.0,0.0,1.0,1,0,0,0.0034770514603616135,0
pay_2hten0y349yu9t,2026-05-17 18:10:01,3715.14,8.220440774143315,0.363560389361929,18,6,0,0,7446,0,0,0,183,30,2,1,1,emi,travel,corporate,0.0,0.0,0.0,1.0,1,1,0,0.005235602094240838,0
pay_80skc9g54mss42,2026-05-17 18:10:14,2305.19,7.743352091190246,0.5458060452804099,18,6,0,0,2974,0,0,0,146,7,0,0,1,card,edtech,personal,0.0,0.0,0.0,1.0,1,1,0,0.0055147058823529415,0
pay_5h1khou0wmp4zu,2026-05-17 18:12:05,4104.27,8.320026793170566,1.8859108202988586,18,6,0,0,2174,0,0,0,129,15,7,1,1,upi,d2c,disposable,0.0,0.0,0.0,1.0,1,1,0,0.009259259259259259,0
pay_ar24ce0unnwk3x,2026-05-17 18:13:16,2113.0,7.656337166430183,4.656954576510259,18,6,0,0,5047,0,1,0,500,3,0,0,1,card,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_pq48q98849kfp8,2026-05-17 18:14:54,159.0,5.075173815233827,0.6118443837303267,18,6,0,0,1211,0,0,0,158,2,0,0,1,upi,gaming,personal,0.0,0.0,1.0,0.06770624856283906,1,1,0,0.004325883201153569,0
pay_3x2v81oy5nesxu,2026-05-17 18:16:26,671.82,6.5114778347329665,0.4205603966346154,18,6,0,1,5353,0,0,0,297,21,3,1,1,wallet,d2c,corporate,0.0,1.0,1.0,1.429404255319149,1,0,0,0.005412719891745603,0
pay_he92foqrl05kid,2026-05-17 18:18:06,1658.93,7.4145307117867665,0.9098702324407929,18,6,0,0,1497,0,0,0,190,14,3,1,1,wallet,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.007874015748031496,0
pay_pb2p1wpkh3scaz,2026-05-17 18:20:23,4391.2,8.387585519493193,0.9970460082511959,18,6,0,0,3099,0,0,0,894,15,0,0,1,netbanking,edtech,personal,0.0,0.0,0.0,1.0,1,1,0,0.010648596321393998,0
pay_8qy64gcm375l6k,2026-05-17 18:27:52,864.88,6.763746330831655,0.541416266025641,18,6,0,0,2003,0,0,0,952,21,3,1,1,upi,d2c,personal,0.0,1.0,1.0,0.10125420438860316,1,1,0,0.005412719891745603,0
pay_cvn41b0fdpbao1,2026-05-17 18:28:41,66.0,4.204692619390966,0.25397314041636204,18,6,0,0,5359,0,0,0,1983,2,0,0,1,card,gaming,personal,0.0,1.0,1.0,0.2608695652173913,1,1,0,0.004325883201153569,0
pay_bhg3qkd6b8fvi8,2026-05-17 18:29:19,630.0,6.447305862541213,0.9723272575741208,18,6,0,0,1708,0,0,0,837,7,3,1,1,upi,ticketing,personal,0.0,0.0,0.0,1.0,1,1,0,0.004694835680751174,0
pay_onspi8k6nvgdbp,2026-05-17 18:30:43,3600.0,8.188966863648876,4.309777208461529,18,6,0,0,1004,0,0,0,377,1,3,1,1,upi,ticketing,disposable,0.0,0.0,0.0,1.0,1,1,0,0.007017543859649123,0
pay_y7geu7eo611wr6,2026-05-17 18:30:54,953.69,6.861386680454524,0.4382202657746246,18,6,0,0,6047,0,0,0,785,15,7,1,1,card,d2c,disposable,0.0,0.0,1.0,0.18851130447158168,1,1,0,0.009259259259259259,0
pay_wkvi2gwjd6kc3o,2026-05-17 18:33:56,1109.11,7.0122143884954875,0.9172338507595993,18,6,0,0,2033,0,0,0,241,21,5,1,1,upi,d2c,corporate,0.0,0.0,1.0,0.3763477529109766,1,1,0,0.0034770514603616135,0
pay_9aalpdnifdco3l,2026-05-17 18:34:25,737.0,6.6039438246004725,2.0803929317450462,18,6,0,0,2007,0,0,0,231,3,0,0,1,upi,gaming,corporate,0.0,0.0,0.0,1.0,1,1,0,0.003436426116838488,0
pay_5qpgilo03k21wf,2026-05-17 18:35:29,83.0,4.430816798843313,0.23429119855473382,18,6,0,0,1646,0,0,0,418,3,0,0,1,upi,gaming,disposable,0.0,0.0,1.0,0.055785193399872306,1,1,0,0.003436426116838488,0
pay_jylcwru8g7auik,2026-05-17 18:38:07,671.72,6.511329195524643,0.7565266358824192,18,6,0,2,2825,0,0,0,306,30,5,1,1,card,d2c,personal,0.0,0.0,2.0,0.22342592854375004,1,1,0,0.00436109899694723,0
pay_65bjnlhjgfm7yg,2026-05-17 18:39:52,140.0,4.948759890378168,0.17358312771998563,18,6,0,0,2777,0,1,0,775,5,2,1,1,card,ticketing,personal,0.0,0.0,0.0,1.0,1,0,0,0.008064516129032258,0
pay_amgjlsja0z5jvg,2026-05-17 18:40:04,224.04,5.416278164181602,0.2523257123549949,18,6,0,1,2057,0,0,0,366,30,5,1,1,upi,d2c,personal,0.0,1.0,1.0,0.12721486103973903,1,1,0,0.00436109899694723,0
pay_pn3jeub62kn7jk,2026-05-17 18:40:26,1406.87,7.249833202909898,1.0953519152911864,18,6,0,1,3991,0,1,0,314,15,7,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.003896736483195324,0
pay_hlvfy2avn45apf,2026-05-17 18:41:57,583.0,6.369900982828227,1.2429643527204501,18,6,0,0,1191,0,1,0,390,14,0,0,1,upi,subscription,personal,0.0,0.0,1.0,1.0410714285714286,1,1,0,0.007062146892655367,0
pay_6aday90iiiyed5,2026-05-17 18:42:11,263.0,5.575949103146316,0.5036673880153973,18,6,0,0,1548,0,0,0,54,0,0,0,1,upi,subscription,personal,0.0,0.0,1.0,0.14637499269516432,1,1,0,0.00906555090655509,0
pay_oz9nmwwylhchzs,2026-05-17 18:43:26,12219.77,9.410892242197077,1.1958161305127721,18,6,0,0,3549,0,0,0,1058,30,2,1,1,netbanking,travel,personal,0.0,0.0,0.0,1.0,1,1,0,0.005235602094240838,1
pay_zqckhozegdou5m,2026-05-17 18:48:04,434.0,6.075346031088684,1.0055374064549014,18,6,0,0,1599,0,0,0,499,3,0,0,1,wallet,gaming,disposable,0.0,0.0,1.0,0.28672793218950465,1,1,0,0.00825082508250825,0
pay_lrn10eck08e4fg,2026-05-17 18:53:41,200.0,5.303304908059076,0.5645571049511658,18,6,0,0,4434,0,0,0,158,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.003436426116838488,0
pay_6mo76n8knoxxgt,2026-05-17 18:54:30,4803.98,8.477408159064826,0.9755997506158447,18,6,0,1,2024,0,0,0,1993,14,0,0,1,card,edtech,personal,0.0,0.0,1.0,23.207632850241545,1,1,0,0.008025682182985553,0
pay_r29xupaws78v1q,2026-05-17 18:59:59,8094.94,8.99911798043259,1.9166607473493296,18,6,0,0,5885,0,0,0,286,7,0,0,0,netbanking,edtech,personal,0.0,0.0,1.0,52.1312467800103,1,0,0,0.0055147058823529415,0
pay_4831ya8qpcmx4y,2026-05-17 19:01:14,2921.75,7.980280232886928,1.333194922292087,19,6,0,0,7038,0,0,0,143,14,5,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.0070140280561122245,0
pay_t3n8suc5jtez8q,2026-05-17 19:02:38,8714.72,9.072883570720595,0.9237174595098787,19,6,0,0,5167,0,0,0,310,2,7,1,1,netbanking,travel,personal,0.0,2.0,2.0,1.7437722918386231,1,1,0,0.013853904282115869,0
pay_7lnl05kapnt5ef,2026-05-17 19:03:31,1664.87,7.418102788469709,0.7596804073847614,19,6,0,1,3142,0,0,0,1584,14,5,1,1,upi,d2c,corporate,0.0,0.0,0.0,1.0,1,1,0,0.0070140280561122245,0
pay_truz8a2qffe0v4,2026-05-17 19:05:35,1255.94,7.1364354747541086,0.9778417938336966,19,6,0,0,1264,0,0,0,710,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,0.892636815920398,1,1,0,0.003896736483195324,0
pay_iwat509yr46945,2026-05-17 19:06:09,1754.13,7.470298207230692,1.4506653214135083,19,6,0,0,1987,0,1,0,265,21,5,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.0034770514603616135,0
pay_40amwv0j5im4a9,2026-05-17 19:09:17,3570.7,8.18079695190717,2.780052943008408,19,6,0,0,997,0,1,0,566,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.003896736483195324,0
pay_kjq9n0m7lzzov0,2026-05-17 19:09:34,1937.0,7.569411792450712,4.924618005237333,19,6,0,0,2670,0,0,0,235,5,0,0,1,card,gaming,corporate,1.0,1.0,1.0,2.006921132247503,1,1,0,0.007481296758104738,0
pay_54jrn0qp9g7p4l,2026-05-17 19:12:03,1732.57,7.45793814504242,0.42048893667316284,19,6,0,0,2445,1,1,0,258,15,0,0,0,card,edtech,personal,0.0,0.0,0.0,1.0,0,0,0,0.007731958762886598,0
pay_tecz1mdeq69ttq,2026-05-17 19:12:43,8162.39,9.007414802862831,0.726067255415445,19,6,0,0,5289,0,0,0,904,2,5,1,0,netbanking,travel,personal,0.0,0.0,0.0,1.0,1,1,0,0.008908685968819599,0
pay_79gl3w35x71e74,2026-05-17 19:13:40,739.68,6.607568683169615,0.8330667868003153,19,6,0,0,988,0,0,0,508,30,5,1,1,wallet,d2c,personal,0.0,0.0,1.0,1.7611428571428571,1,1,0,0.00436109899694723,0
pay_fzia1qdetoarem,2026-05-17 19:14:50,1304.77,7.174548184066807,0.26004073693189517,19,6,0,0,2585,0,0,0,1024,30,0,0,1,upi,edtech,personal,0.0,0.0,0.0,1.0,1,1,0,0.005961251862891207,0
pay_c965li5xl1738v,2026-05-17 19:17:27,12163.97,9.406315789123337,1.2893209955058085,19,6,0,0,9644,0,0,0,158,2,7,1,0,netbanking,travel,disposable,0.0,0.0,2.0,11.249030134047265,1,1,0,0.013853904282115869,0
pay_rkz2o5mj7qbn8q,2026-05-17 19:20:07,2729.35,7.912185085089636,1.7584091948691185,19,6,0,0,3250,0,0,0,1784,15,4,1,1,card,d2c,personal,0.0,0.0,1.0,1.4932595826631214,1,1,0,0.008290155440414507,0
pay_gw7wtt26vr65yj,2026-05-17 19:21:06,1445.42,7.276846816975942,0.7927668023211172,19,6,0,0,1785,0,0,0,800,14,3,1,1,upi,d2c,personal,0.0,0.0,1.0,1.1887948547130862,1,1,0,0.007874015748031496,0
pay_qddg52uxtgxqjf,2026-05-17 19:21:34,83.0,4.430816798843313,0.23429119855473382,19,6,0,0,684,0,1,0,628,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.003436426116838488,0
pay_0n9prltjgqgsem,2026-05-17 19:21:47,770.0,6.647688373563329,0.8271032052934605,19,6,0,0,2227,0,0,0,1226,1,2,1,1,upi,ticketing,corporate,0.0,0.0,0.0,1.0,1,1,0,0.010232558139534883,0
pay_pkl1y038ll92wv,2026-05-17 19:25:04,583.0,6.369900982828227,1.2429643527204501,19,6,0,1,5152,1,0,0,722,14,0,0,1,card,subscription,personal,1.0,2.0,1.0,0.34157945133015943,1,1,0,0.007062146892655367,0
pay_zzerl8miblp9vb,2026-05-17 19:26:53,2036.32,7.619390497654214,0.4391848319562437,19,6,0,1,5952,0,0,0,925,30,0,0,1,upi,edtech,personal,0.0,0.0,1.0,1.6510881198715661,1,1,0,0.016728624535315983,0
pay_3f9woivy5woptu,2026-05-17 19:27:17,96.0,4.574710978503383,0.24406986499885594,19,6,0,1,8174,0,0,0,73,5,0,0,1,card,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.007481296758104738,0
pay_8bzpedco18zwq4,2026-05-17 19:30:52,1267.95,7.145945065834913,0.7260821513036209,19,6,0,0,2207,0,0,0,241,7,5,1,1,card,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.007352941176470588,0
pay_x36a4qhv678m0w,2026-05-17 19:31:05,5503.65,8.613348468570637,0.5833598321037904,19,6,0,0,4089,0,1,0,1467,2,7,1,1,netbanking,travel,personal,0.0,0.0,0.0,1.0,0,0,0,0.013853904282115869,0
pay_oiwyz7gy0diem8,2026-05-17 19:32:31,1577.18,7.364027563341574,0.9873172075320513,19,6,0,0,1978,1,0,0,1846,21,3,1,0,card,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.005412719891745603,0
pay_heejktbu153aky,2026-05-17 19:34:56,39079.31,10.573374038571522,1.801118114046711,19,6,0,1,7641,0,0,0,624,30,5,1,0,emi,travel,disposable,0.0,0.0,0.0,1.0,1,1,0,0.014285714285714285,0
pay_lz21u2yzm4ov5k,2026-05-17 19:35:27,221.0,5.402677381872279,0.4994688905462517,19,6,0,0,3175,0,1,0,193,14,0,0,0,upi,subscription,personal,0.0,0.0,0.0,1.0,0,0,0,0.005859375,0
pay_2g03khdo5s1nra,2026-05-17 19:35:35,108.0,4.6913478822291435,0.25022589838048237,19,6,0,1,1811,0,0,0,253,3,0,0,1,card,gaming,personal,1.0,1.0,1.0,0.09611790462967908,1,1,0,0.00825082508250825,0
pay_8h45c4d9my7spa,2026-05-17 19:39:43,465.0,6.144185634125646,0.9482635560902991,19,6,0,0,669,0,0,0,304,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.009009009009009009,0
pay_ge7946uu6wemju,2026-05-17 19:42:32,271.0,5.605802066295998,0.5152776985530394,19,6,0,0,1909,0,0,0,301,3,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,1,0,0,0.013303769401330377,0
pay_rzrb7cmx765t44,2026-05-17 19:43:17,2087.34,7.644124770995352,0.4501886084385292,19,6,0,2,3988,0,0,0,228,30,0,0,1,netbanking,edtech,personal,0.0,0.0,1.0,1.5064412064000694,1,1,0,0.016728624535315983,0
pay_rkywyk5h0s5sri,2026-05-17 19:44:57,1781.27,7.485643111705008,1.473110098495687,19,6,0,1,1758,0,1,0,166,21,5,1,1,upi,d2c,personal,0.0,0.0,1.0,4.221018957345971,1,1,0,0.0034770514603616135,0
pay_busczwjxfheqok,2026-05-17 19:51:43,1381.0,7.231287004327616,2.981433506044905,19,6,0,0,3226,0,0,0,208,5,0,0,1,card,subscription,personal,0.0,0.0,1.0,5.251549606418982,1,1,0,0.0044444444444444444,0
pay_xg7b3xpbx8nk5c,2026-05-17 19:53:39,1920.23,7.560720884909228,1.5880300035560995,19,6,0,0,1230,0,1,0,84,21,5,1,1,wallet,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.0034770514603616135,0
pay_7pbt429k6vnqvj,2026-05-17 19:55:39,4389.12,8.387111840547563,1.0652247249640203,19,6,0,2,13156,0,0,0,165,15,0,0,0,emi,edtech,disposable,0.0,1.0,1.0,3.568390243902439,1,1,0,0.007731958762886598,0
pay_4zfqad1wkb1891,2026-05-17 20:00:13,716.85,6.576260633573703,0.32939235760104396,20,6,0,0,2206,0,0,0,103,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.009259259259259259,0
pay_4qbnp24o1byc8e,2026-05-17 20:05:36,200.0,5.303304908059076,0.5645571049511658,20,6,0,0,1604,0,0,0,1172,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.003436426116838488,0
pay_9erydl7b7p0doa,2026-05-17 20:06:33,1030.0,6.93828448401696,1.2770758682256085,20,6,0,0,1481,0,0,0,1858,5,2,1,1,upi,ticketing,corporate,0.0,0.0,0.0,1.0,1,1,0,0.008064516129032258,0
pay_sq48pgh9q3c9yv,2026-05-17 20:08:05,3856.98,8.25789900941906,0.913227543293887,20,6,0,1,8083,0,1,0,1988,7,0,0,1,emi,edtech,corporate,0.0,0.0,0.0,1.0,1,0,0,0.0055147058823529415,0
pay_zzw9pnhn4lpzz6,2026-05-17 20:11:26,2113.0,7.656337166430183,4.656954576510259,20,6,0,0,1852,0,1,0,1250,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_l9nha8mot804gn,2026-05-17 20:14:48,422.0,6.0473721790462776,0.9300685429660811,20,6,0,0,641,0,0,0,148,3,0,0,1,wallet,gaming,corporate,0.0,0.0,0.0,1.0,1,0,0,0.006711409395973154,0
pay_sunargq8rpsh71,2026-05-17 20:16:19,654.65,6.485627109977433,0.7373014979164321,20,6,0,1,2352,0,1,0,111,30,5,1,1,card,d2c,personal,0.0,0.0,1.0,1.5285560848043336,1,1,0,0.00436109899694723,0
pay_d57z0kqspitqhv,2026-05-17 20:17:39,200.0,5.303304908059076,0.5645571049511658,20,6,0,0,5335,0,0,0,206,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.003436426116838488,0
pay_4xe7z8nqdmjt94,2026-05-17 20:17:50,707.28,6.562839495738016,0.7965761910125014,20,6,0,0,12746,0,1,0,676,30,5,1,0,netbanking,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.00436109899694723,0
pay_833h1vqkoy2rzj,2026-05-17 20:21:10,731.83,6.596913751386577,0.8242257010924654,20,6,0,0,4422,0,0,0,288,30,5,1,1,wallet,d2c,personal,0.0,0.0,1.0,0.13592656774411638,1,0,0,0.00436109899694723,0
pay_gqscb0ee0dg8mg,2026-05-17 20:25:36,1384.87,7.234083380257019,1.1452873411126454,20,6,0,0,2484,0,0,0,1756,21,5,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.0034770514603616135,0
pay_swhhwxp9a9hd6v,2026-05-17 20:27:00,5291.62,8.574068676346688,1.445394999207871,20,6,0,0,13406,0,0,0,1724,7,0,0,1,netbanking,edtech,personal,0.0,0.0,0.0,1.0,1,0,0,0.0117096018735363,0
pay_xv0ecfxz4tq85v,2026-05-17 20:29:32,86.0,4.465908118654584,0.2449235325947655,20,6,0,1,2228,0,0,0,359,1,0,0,1,upi,gaming,personal,0.0,0.0,1.0,0.05548387096774193,1,1,0,0.009478672985781991,0
pay_xv39in6x8u61nj,2026-05-17 20:30:41,5676.41,8.644250421806513,0.618979803916651,20,6,0,3,9372,0,0,0,289,7,7,1,1,emi,travel,corporate,0.0,0.0,1.0,4.396160220566596,1,1,0,0.008421052631578947,0
pay_3gt2rfkqw1l0q5,2026-05-17 20:33:14,630.53,6.448145446600416,0.36106832198546635,20,6,0,0,2966,0,0,0,1311,7,5,1,1,wallet,d2c,personal,0.0,1.0,1.0,0.260325566944974,1,0,0,0.007352941176470588,0
pay_fgufej9efwjs01,2026-05-17 20:33:46,737.0,6.6039438246004725,2.0803929317450462,20,6,0,0,1013,0,0,0,789,3,0,0,1,wallet,gaming,personal,0.0,1.0,1.0,0.3035107587768969,1,0,0,0.003436426116838488,0
pay_rjo42fjiio007q,2026-05-17 20:33:55,280.26,5.639279508442102,0.3156436535645906,20,6,0,0,1681,0,0,0,205,30,5,1,1,wallet,d2c,personal,0.0,0.0,2.0,0.5217504623136783,1,1,0,0.00436109899694723,0
pay_u822o1w1v066qv,2026-05-17 20:34:47,434.0,6.075346031088684,1.0055374064549014,20,6,0,0,1878,0,1,0,430,3,0,0,1,wallet,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.00825082508250825,0
pay_6ru56rmo146fb4,2026-05-17 20:36:10,431.7,6.070044647230839,0.33611024602927436,20,6,0,0,1982,0,1,0,327,15,7,1,1,wallet,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.003896736483195324,0
pay_btk0nvyzczpr0n,2026-05-17 20:39:50,7324.72,8.899146722570135,1.6631177895695255,20,6,0,0,5277,0,1,0,1651,15,0,0,1,netbanking,edtech,corporate,0.0,0.0,0.0,1.0,1,1,0,0.010648596321393998,0
pay_cskab7znse7udw,2026-05-17 20:41:14,2048.73,7.625463356141211,0.9413908136820629,20,6,0,1,2204,0,0,0,1981,15,7,1,1,card,d2c,personal,0.0,2.0,1.0,0.6131138056072343,1,1,0,0.009259259259259259,0
pay_jsqnu01uy3h5is,2026-05-17 20:47:20,1407.0,7.249925536717988,2.694524771626099,20,6,0,1,3882,0,0,0,97,0,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,1,1,0,0.00906555090655509,0
pay_p4ngjtmixznlba,2026-05-17 20:50:08,774.58,6.65361113654814,0.8723730149791644,20,6,0,0,1754,0,1,0,509,30,5,1,0,upi,d2c,personal,0.0,0.0,0.0,1.0,0,0,0,0.00436109899694723,0
pay_biuu8j1e90n8zr,2026-05-17 20:50:46,550.38,6.312424226622483,0.6198671021511432,20,6,0,0,1050,0,0,0,1176,30,5,1,1,upi,d2c,personal,0.0,1.0,1.0,0.10746419031849919,1,1,0,0.00436109899694723,0
pay_5mo9zjecxh4psk,2026-05-17 20:50:56,913.94,6.818858489354976,0.7115696044845843,20,6,0,0,1492,0,0,0,123,15,7,1,0,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.003896736483195324,0
pay_9xbu5i0tl0hzf1,2026-05-17 20:55:29,1374.62,7.226659817562625,0.8605143229166665,20,6,0,1,3791,0,1,0,70,21,3,1,1,upi,d2c,corporate,0.0,0.0,0.0,1.0,0,0,0,0.005412719891745603,0
pay_50di7zfp4nclz4,2026-05-17 20:55:31,260.0,5.564520407322694,0.6023956812863465,20,6,0,0,3542,0,0,0,1343,3,0,0,0,card,gaming,personal,0.0,0.0,0.0,1.0,1,1,0,0.00825082508250825,0
pay_m9s4lqlpg40wiz,2026-05-17 20:56:08,661.8,6.496473285552407,0.414287860576923,20,6,0,0,4632,0,0,0,876,21,3,1,1,card,d2c,personal,0.0,1.0,1.0,0.9068652080573697,1,1,0,0.005412719891745603,0
pay_bko3gpjj7mw2bu,2026-05-17 20:56:51,2361.19,7.767344433826986,1.0849660889223813,20,6,0,0,1647,0,0,0,137,15,7,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.009259259259259259,0
pay_6ay9lev7z85syo,2026-05-17 20:58:09,1756.0,7.471363088187097,2.625087826827919,20,6,0,0,4013,0,0,0,212,5,0,0,1,card,subscription,corporate,0.0,0.0,1.0,0.5297102279925913,1,1,0,0.008130081300813009,0
pay_q1wy6o33n5fmtl,2026-05-17 20:58:24,361.63,5.893383030695355,0.29906797112116373,20,6,0,0,783,0,0,0,300,21,5,1,1,upi,d2c,personal,0.0,0.0,1.0,0.25702203269367446,1,1,0,0.0034770514603616135,0
pay_enpkh09upgm163,2026-05-17 20:58:32,586.0,6.375024819828097,1.1222398835628244,20,6,0,0,4452,0,0,0,1135,0,0,0,1,card,subscription,corporate,0.0,0.0,1.0,1.082799016981097,1,0,0,0.00906555090655509,0
pay_aw15hlh0iyqp3x,2026-05-17 21:07:18,5445.68,8.602761527723304,0.5924117666896205,21,6,0,0,3544,0,0,0,643,7,2,1,1,netbanking,travel,personal,0.0,0.0,0.0,1.0,1,1,0,0.007751937984496124,0
pay_n1y60lugk5npox,2026-05-17 21:09:44,1106.0,7.009408932708637,2.7029008529045186,21,6,0,1,2098,0,0,0,168,14,0,0,0,upi,subscription,personal,0.0,0.0,0.0,1.0,1,1,0,0.006230529595015576,0
pay_04g3zp51z7cvrv,2026-05-17 21:13:02,4714.2,8.45854661198343,0.9573670881962905,21,6,0,0,4661,0,0,0,1308,14,0,0,1,card,edtech,disposable,0.0,0.0,1.0,0.29225634145797114,1,1,0,0.008025682182985553,0
pay_enw9kkwsm2eody,2026-05-17 21:14:14,1389.07,7.23710938456896,0.8695600460737178,21,6,0,0,2290,0,1,0,104,21,3,1,1,upi,d2c,personal,0.0,0.0,0.0,1.0,1,1,0,0.005412719891745603,0
pay_hz8wb3lk7jjwjn,2026-05-17 21:23:00,662.32,6.497257528345898,0.7459398580921276,21,6,0,1,2351,0,1,0,295,30,5,1,1,upi,d2c,disposable,0.0,0.0,1.0,0.46530187857413835,1,1,0,0.00436109899694723,0
pay_kzuu11xv08e8et,2026-05-17 21:23:06,1324.47,7.1895223925042595,1.031197446278418,21,6,0,1,1374,0,0,0,397,15,7,1,1,upi,d2c,personal,0.0,0.0,1.0,0.8713618421052631,1,1,0,0.003896736483195324,0
pay_3gym1u992mpo5b,2026-05-17 21:23:22,990.0,6.898714534329988,1.5279428333307612,21,6,0,0,1677,0,1,0,370,7,3,1,1,wallet,ticketing,corporate,0.0,0.0,0.0,1.0,0,0,0,0.004694835680751174,0
pay_jbu2x3u3t3zihh,2026-05-17 21:26:31,1720.0,7.450660796211539,2.2018254669278137,21,6,0,0,3168,0,1,0,1343,5,1,1,1,card,ticketing,personal,0.0,0.0,1.0,0.7856894882055218,1,1,0,0.010610079575596816,0
pay_uc9hmwx05yg1cz,2026-05-17 21:27:26,116.0,4.762173934797756,0.23655606990639721,21,6,0,0,1668,0,1,0,714,3,0,0,1,upi,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.009009009009009009,0
pay_q9j3kbdicjzs6j,2026-05-17 21:27:41,422.0,6.0473721790462776,0.9300685429660811,21,6,0,0,8324,0,1,0,115,3,0,0,1,card,gaming,personal,0.0,0.0,0.0,1.0,0,0,0,0.006711409395973154,0
pay_f9gyddh1bf1gx5,2026-05-17 21:28:25,575.0,6.3561076606958915,1.241364421416235,21,6,0,0,3016,0,0,0,1475,5,0,0,1,card,subscription,personal,0.0,0.0,0.0,1.0,1,1,0,0.0044444444444444444,0
pay_5rmnjzjy7t4dms,2026-05-17 21:31:16,221.0,5.402677381872279,0.4994688905462517,21,6,0,0,1384,0,0,0,256,14,0,0,0,wallet,subscription,corporate,0.0,0.0,1.0,0.09459644557066056,1,1,0,0.005859375,0
pay_mfuh3jirm2go2n,2026-05-17 21:32:52,652.21,6.48189867022591,0.734553440702782,21,6,0,0,3815,0,0,0,1111,30,5,1,1,upi,d2c,corporate,0.0,0.0,1.0,0.04487033072270258,1,1,0,0.00436109899694723,0
